AccountID,AccountName,AccountType,Industry,ParentAccountID,City,State,Website,GSTIN,DUNS,ParentDUNS,KN_Designation,EstimatedFleetSize,OwnerUserID,CreatedOn
ACC-01164,Amrutha Corporate Mobility LLP,Employee Transport Services,Transportation Services,,Bengaluru,Karnataka,amruthacorporatemobili.co.in,29ERJFA8077N1ZK,978802993,,Named,324,USR-216,2019-12-18 05:18:02
ACC-01165,Sharavathi Mobility Services Pvt Ltd,Employee Transport Services,Transportation Services,,Bengaluru,Karnataka,sharavathimobilityserv.com,29OXACS5364S1ZT,913372050,,,205,USR-209,2022-06-05 17:11:42
ACC-01166,Zilla Panchayat - Raichur,Government / PSU,Government,,Mysuru,Karnataka,,29pnrgz5544w1za,,,,46,USR-208,2019-01-17 23:36:57
ACC-01167,Sri Ganesh Traders Pvt Ltd,Corporate (Staff & Executive Cars),Retail,,Mysuru,Karnataka,sriganeshtraders.co.in,29OLQCS3186T1ZZ,445496044,,,5,USR-216,2022-10-29 06:19:52
ACC-01168,Deccan Employee Transport Solutions Pvt Ltd,Employee Transport Services,Transportation Services,,Shivamogga,Karnataka,deccanemployeetranspor.in,29EZBCD2288N1ZT,892407426,,Named,99,USR-204,2018-10-08 23:31:48
ACC-01169,Karavali Cabs,Cab Fleet Operator,Transportation Services,,Davanagere,Karnataka,karavalicabs.in,,,,,14,USR-206,2024-02-08 21:03:11
ACC-01170,Lotus Polymers Pvt Ltd,Corporate (Staff & Executive Cars),Manufacturing,,Shivamogga,Karnataka,lotuspolymers.in,29QPNCL8160Z1ZN,,,Named,14,USR-204,2021-08-04 02:14:26
ACC-01171,Suvarna Taxi Services,Cab Fleet Operator,Transportation Services,,Udupi,Karnataka,suvarnataxiservices.co.in,29OPTPS5906N1ZD,,,Named,20,USR-211,2026-02-24 16:22:47
ACC-01172,Navya Rent-a-Car,Car Rental & Self-Drive,Automotive Rental,,Tumakuru,Karnataka,navyarentacar.com,29XCXPN1931Q1ZX,385812394,,,62,USR-211,2021-02-26 09:33:52
ACC-01173,Galaxy Capital Pvt Ltd,Corporate (Staff & Executive Cars),Banking & Financial Services,,Bengaluru,Karnataka,galaxycapital.in,29YILCG7603P1Z,,,Key,8,USR-197,2024-01-27 08:41:24
ACC-01174,Sahyadri Hotels & Resorts Pvt Ltd,Hotels & Travel,Hospitality,,Bengaluru,Karnataka,sahyadrihotelsresorts.co.in,29UNRCS2603W1ZY,,,,15,USR-216,2026-01-11 22:52:07
ACC-01175,Navya Corporate Mobility Pvt Ltd,Employee Transport Services,Transport,,Bengaluru,Karnataka,navyacorporatemobility.in,29DBVCN0590T1Z1,,,,190,USR-202,2026-03-28 19:31:06
ACC-01176,Unity Software Solutions Pvt Ltd,Corporate (Staff & Executive Cars),Information Technology,,Bengaluru,Karnataka,unitysoftwaresolutions.in,,149741282,,,9,USR-204,2026-07-22 13:33:46
ACC-01177,Sai Krupa Hospitality Services Pvt Ltd,Hotels & Travel,Hospitality,,Mysuru,Karnataka,saikrupahospitalityser.com,29PQQCS0273W1ZS,,,,13,USR-208,2022-07-09 14:41:06
ACC-01178,Zenith Cabs Pvt Ltd,Cab Fleet Operator,Transportation,,Bengaluru,Karnataka,zenithcabs.co.in,29QFSCZ0243I1Z3,,,,16,USR-204,2026-05-26 00:49:49
ACC-01179,Galaxy Hotels & Resorts,Hotels & Travel,Hospitality,,Bengaluru,Karnataka,galaxyhotelsresorts.in,29MKCPG6099X1ZK,,,Named,3,USR-202,2026-07-10 19:36:46
ACC-01180,Hoysala Cabs,Cab Fleet Operator,Transport,,Bengaluru,Karnataka,hoysalacabs.in,29DTXPH2730Q1ZP,,,,17,USR-204,2024-09-30 15:03:07
ACC-01181,Deccan Polymers Pvt Ltd,Corporate (Staff & Executive Cars),Manufacturing,,Bengaluru,Karnataka,deccanpolymers.com,29LAZCD1438M1ZI,911063020,,,28,USR-204,2019-10-11 16:18:48
ACC-01182,Emerald Pharmaceuticals Pvt Ltd,Corporate (Staff & Executive Cars),Pharmaceuticals,,Bengaluru,Karnataka,emeraldpharmaceuticals.in,29IDUCE2073C1Z3,140724818,,,17,USR-216,2025-11-04 20:24:53
ACC-01183,Annapoorna Employee Transport Solutions Pvt Ltd,Employee Transport Services,Transportation Services,,Bengaluru,Karnataka,annapoornaemployeetran.com,29VOMCA1345B1ZK,,,Named,50,USR-202,2024-06-22 01:41:54
ACC-01184,Kadamba Retail Pvt Ltd,Corporate (Staff & Executive Cars),Retail,,Bengaluru,Karnataka,kadambaretail.in,29TWGCK6760Q1ZU,359566708,,Named,45,USR-204,2020-05-04 01:48:18
ACC-01185,Garuda Credit Services Pvt Ltd,Corporate (Staff & Executive Cars),Banking & Financial Services,,Bengaluru,Karnataka,garudacreditservices.com,29EYDCG8641K1ZO,122249705,,Named,9,USR-206,2026-05-02 22:45:47
ACC-01186,Nakshatra Taxi Services,Cab Fleet Operator,Transportation Services,,BLR,Karnataka,nakshatrataxiservices.com,29HGNPN4261L1ZK,,,,12,USR-211,2026-06-13 12:01:13
ACC-01187,Sri Ganesh Tours & Travels,Cab Fleet Operator,,,Bengaluru,Karnataka,sriganeshtourstravels.in,29HVLPS3685U1ZU,,,,25,USR-211,2020-05-29 13:26:01
ACC-01188,Sharada Taxi Services,Cab Fleet Operator,Transportation Services,,Mangaluru,Karnataka,sharadataxiservices.com,29AOOPS2237Z1ZG,,,Named,52,USR-214,2021-08-24 05:08:17
ACC-01189,Sharada Industries LLP,Corporate (Staff & Executive Cars),Manufacturing,,Bengaluru,Karnataka,sharadaindustries.in,29OETFS0720X1ZF,,,Named,14,USR-203,2024-07-18 09:50:29
ACC-01190,Nakshatra Travels Pvt Ltd,Cab Fleet Operator,Transportation,,Bengaluru,Karnataka,nakshatratravels.in,29HIUCN0575B1ZJ,,,Named,38,USR-213,2023-03-29 19:30:13
ACC-01191,Namma Hotels & Resorts Pvt Ltd,Hotels & Travel,Hospitality,,Bengaluru,Karnataka,nammahotelsresorts.in,29UHRCN9544T1Z0,,,,12,USR-208,2026-04-06 20:07:48
ACC-01192,Suvarna Fleet Services LLP,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,suvarnafleetservices.co.in,29VBZFS9939W1ZF,,,,36,USR-213,2018-12-07 13:03:47
ACC-01193,Trishul Pharmaceuticals Pvt Ltd,Corporate (Staff & Executive Cars),Pharmaceuticals,,Bengaluru,Karnataka,trishulpharmaceuticals.co.in,29UBPCT6574N1ZK,600180802,,,89,USR-209,2018-11-25 07:22:18
ACC-01194,Kadamba Finance Pvt Ltd,Corporate (Staff & Executive Cars),Banking & Financial Services,,Bengaluru,Karnataka,kadambafinance.co.in,,363580025,,,30,USR-208,2021-08-11 18:02:05
ACC-01195,Vinayaka College Pvt Ltd,Hospitals & Education,Education,,Mysuru,Karnataka,vinayakacollege.co.in,,,,,63,USR-203,2023-04-26 01:33:01
ACC-01196,Yashas Tours & Travels,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,yashastourstravels.in,29YLTPY4895F1Z8,,,,24,USR-202,2025-10-02 21:49:53
ACC-01197,Navya Employee Transport Solutions Pvt Ltd,Employee Transport Services,Transportation Services,,Mysuru,Karnataka,navyaemployeetransport.in,29UTTCN8776C1Z0,801008872,,,192,USR-206,2025-08-21 15:50:18
ACC-01198,Garden City Taxi Services Pvt Ltd,Cab Fleet Operator,Transportation Services,,Mysore,Karnataka,gardencitytaxiservices.com,29BOZCG9319F1ZZ,,,,21,USR-204,2025-10-23 18:40:08
ACC-01199,Garden City Healthcare Products Pvt Ltd,Corporate (Staff & Executive Cars),Pharma,,Bengaluru,Karnataka,gardencityhealthcarepr.in,29FWZCG6782M1ZV,288938460,,Named,5,USR-209,2026-07-14 18:58:39
ACC-01200,Malnad Mobility Services Pvt Ltd,Employee Transport Services,Transportation Services,,Bengaluru,Karnataka,malnadmobilityservices.in,29IKDCM3155X1ZP,103585162,,,316,USR-211,2025-06-09 06:31:51
ACC-01201,Tunga Taxi Services Pvt Ltd,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,tungataxiservices.com,29CUDCT0170U1ZH,,,,15,USR-211,2021-12-28 03:49:25
ACC-01202,Zenith Cabs,Cab Fleet Operator,Transportation Services,,Mysuru,Karnataka,zenithcabs.in,29DXGPZ2173P1ZD,,,,5,USR-214,2026-09-11 21:41:33
ACC-01203,Tulasi Fleet Leasing Pvt Ltd,Leasing & Subscription,Banking & Financial Services,,Davanagere,Karnataka,tulasifleetleasing.co.in,29AUQCT3123K1ZR,,,,521,USR-208,2026-09-18 19:47:34
ACC-01204,Vega Digital Systems Pvt Ltd,Corporate (Staff & Executive Cars),Information Technology,,Mysuru,Karnataka,vegadigitalsystems.com,29XSWCV5531U1Z8,887819817,,,6,USR-204,2019-01-01 08:04:08
ACC-01205,Sri Ganesh Supermarts LLP,Corporate (Staff & Executive Cars),Retail,,Shivamogga,Karnataka,sriganeshsupermarts.in,29KLUFS1926B1Z2,478296546,,,4,USR-206,2019-04-11 14:03:56
ACC-01206,Sharada Digital Systems Pvt Ltd,Corporate (Staff & Executive Cars),Information Technology,,Tumakuru,Karnataka,sharadadigitalsystems.com,29XKICS6061V1Z0,,,,15,USR-206,2026-03-02 19:28:52
ACC-01207,Evergreen Travels,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,evergreentravels.co.in,29GVNPE7031T1ZL,,,,76,USR-214,2025-08-16 02:12:04
ACC-01208,Shree Balaji Institute of Technology,Hospitals & Education,Education,,Bengaluru,Karnataka,shreebalajiinstituteof.in,29BQETS3144P1ZX,,,Named,4,USR-211,2020-07-16 03:55:31
ACC-01209,Skyline Constructions Pvt Ltd,Corporate (Staff & Executive Cars),Construction & Real Estate,,Tumakuru,Karnataka,skylineconstructions.co.in,29TNMCS8382W1ZG,131306754,,,12,USR-214,2023-07-18 08:41:22
ACC-01210,Netravati Commute Solutions Pvt Ltd,Employee Transport Services,Transportation Services,,Bengaluru,Karnataka,netravaticommutesoluti.com,29ZGYCN0423Z1Z2,,,,50,USR-206,2025-06-25 02:04:08
ACC-01211,Srinidhi Car Hire LLP,Car Rental & Self-Drive,Automotive Rental,,Hubballi,Karnataka,srinidhicarhire.in,29APNFS7459J1ZE,848371989,,,36,USR-206,2021-03-08 14:02:29
ACC-01212,Evergreen Pharmaceuticals Pvt Ltd,Corporate (Staff & Executive Cars),Pharmaceuticals,,Bengaluru,Karnataka,evergreenpharmaceutica.in,29XHNCE2041W1ZQ,266096091,,,10,USR-214,2021-12-01 05:48:04
ACC-01213,Garuda Commute Solutions LLP,Employee Transport Services,Transportation Services,,Bengaluru,Karnataka,garudacommutesolutions.in,,906666804,,,154,USR-211,2026-06-15 21:33:35
ACC-01214,Netravati Leasing Pvt Ltd,Leasing & Subscription,Banking & Financial Services,,Bengaluru,Karnataka,netravatileasing.co.in,29JAOCN5678Z1ZD,,,,339,USR-201,2020-04-03 02:52:38
ACC-01215,Airavata Multispeciality Hospital Pvt Ltd,Hospitals & Education,Healthcare,,Bengaluru,Karnataka,airavatamultispecialit.co.in,29UKMCA5590Q1ZJ,400166947,,,3,USR-209,2025-10-20 13:16:23
ACC-01216,Nakshatra Holidays Pvt Ltd,Hotels & Travel,Hospitality,,Bengaluru,Karnataka,nakshatraholidays.com,29REWCN3668C1Z6,,,,7,USR-201,2021-06-24 04:44:13
ACC-01217,Emerald Car Subscription Services Pvt Ltd,Leasing & Subscription,Banking & Financial Services,,Bengaluru,Karnataka,emeraldcarsubscription.in,,896187690,,,1282,USR-202,2021-07-30 02:03:52
ACC-01218,Trishul Fleet Leasing Pvt Ltd,Leasing & Subscription,Banking & Financial Services,,Davanagere,Karnataka,trishulfleetleasing.in,29UTLCT3426O1Z0,,,,304,USR-201,2019-06-21 01:29:30
ACC-01219,Sunrise Corporate Mobility Ltd,Employee Transport Services,Transportation Services,,Davanagere,Karnataka,sunrisecorporatemobili.co.in,29NVVCS9739J1ZK,666190900,,,37,USR-202,2025-09-23 20:41:17
ACC-01220,Pinnacle Medical Trust,Hospitals & Education,Healthcare,,Bengaluru,Karnataka,pinnaclemedicaltrust.co.in,29MSBTP2267G1Z1,,,Named,5,USR-207,2019-05-08 05:19:47
ACC-01221,Brindavan Cabs,Cab Fleet Operator,Transportation Services,,Davanagere,Karnataka,brindavancabs.co.in,29YPEPB2674D1ZH,826532572,,,48,USR-202,2025-04-05 00:44:00
ACC-01222,Namma Resorts Pvt Ltd,Hotels & Travel,Hospitality,,Bengaluru,Karnataka,nammaresorts.in,,,,,13,USR-209,2025-02-19 19:22:12
ACC-01223,Surya Builders Ltd,Corporate (Staff & Executive Cars),,,Belagavi,Karnataka,suryabuildersltd.in,29QZXCS9597K1ZX,,,,13,USR-204,2026-03-12 21:15:42
ACC-01224,Zilla Panchayat - Bidar,Government / PSU,Government,,Bengaluru,Karnataka,,29HGVGZ7672S1ZS,,,,29,USR-204,2021-11-01 23:12:40
ACC-01225,Mahalakshmi Infotech Pvt Ltd,Corporate (Staff & Executive Cars),Information Technology,,Bengaluru,Karnataka,mahalakshmiinfotech.co.in,29TPQCM6864R1ZP,920796391,,,11,USR-202,2026-05-01 04:12:49
ACC-01226,Agriculture Department Office - Koppal,Government / PSU,Government,,Bengaluru,Karnataka,,29AZTGA9369U1ZD,,,,40,USR-206,2026-07-07 01:59:25
ACC-01227,Forest Division Office - Yadgir,Government / PSU,Govt,,Bengaluru,Karnataka,,29NGDGF9133C1ZT,,,,33,USR-202,2023-06-10 21:03:29
ACC-01228,Omkar Car Hire,Car Rental & Self-Drive,Automotive Rental,,Hubballi,Karnataka,omkarcarhire.com,29TBRPO7534M1Z5,,,,26,USR-209,2026-08-31 22:20:34
ACC-01229,Swift Cabs Pvt Ltd,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,swiftcabs.co.in,29IWSCS4039I1Z9,,,,23,USR-208,2020-10-30 05:05:13
ACC-01230,Lotus Infra Projects Pvt Ltd,Corporate (Staff & Executive Cars),Construction & Real Estate,,Mangaluru,Karnataka,lotusinfraprojects.in,29BGUCL9249N1ZU,,,,43,USR-216,2026-08-16 21:30:06
ACC-01231,Zenith Institute of Technology Pvt Ltd,Hospitals & Education,Education,,Tumakuru,Karnataka,zenithinstituteoftechn.in,29SGLCZ5038M1ZN,,,Named,2,USR-211,2019-11-19 16:10:44
ACC-01232,Chaitanya Staff Transport Services Pvt Ltd,Employee Transport Services,Transportation Services,,Bengaluru,Karnataka,chaitanyastafftranspor.in,,405422180,,,60,USR-208,2025-04-17 21:15:43
ACC-01233,Tulasi Hotels & Resorts LLP,Hotels & Travel,Hospitality,,Bengaluru,Karnataka,tulasihotelsresorts.co.in,29MZBFT2511W1ZS,,,,9,USR-208,2025-12-28 08:39:15
ACC-01234,Bharath Traders Pvt Ltd,Corporate (Staff & Executive Cars),Retail,,Bengaluru,Karnataka,bharathtraders.in,29ULLCB2960X1ZB,,,,7,USR-202,2025-07-16 22:31:11
ACC-01235,Horizon Medical Trust,Hospitals & Education,Healthcare,,Hubballi,Karnataka,horizonmedicaltrust.com,,,,,8,USR-209,2026-08-24 14:42:00
ACC-01236,Greenline Taxi Services LLP,Cab Fleet Operator,Transport,,Bengaluru,Karnataka,greenlinetaxiservices.in,29SVXFG4609L1ZW,,,,6,USR-209,2025-12-19 01:15:36
ACC-01237,Kadamba Multispeciality Hospital,Hospitals & Education,Healthcare,,Bengaluru,Karnataka,kadambamultispeciality.co.in,29VDUTK3403S1ZW,310585911,,,7,USR-205,2022-02-02 18:36:13
ACC-01238,Metro Resorts,Hotels & Travel,Hospitality,,Hubballi,Karnataka,metroresorts.co.in,29EWFPM1138V1ZL,,,,4,USR-206,2025-12-05 11:13:14
ACC-01239,Sterling Retail Pvt Ltd,Corporate (Staff & Executive Cars),Retail,,Mysuru,Karnataka,sterlingretail.com,29WWTCS9801A1Z7,,,,23,USR-211,2022-05-21 05:52:09
ACC-01240,Prime Self Drive Cars,Car Rental & Self-Drive,Rental,,Shivamogga,Karnataka,primeselfdrivecars.in,29JPFPP3895U1Z9,,,,80,USR-211,2024-02-01 08:00:20
ACC-01241,Tunga Pharmaceuticals Ltd,Corporate (Staff & Executive Cars),Pharmaceuticals,,Bengaluru,Karnataka,tungapharmaceuticalslt.in,29SIICT6099R122,190391516,,Key,17,USR-197,2024-01-09 03:00:10
ACC-01242,Unity Tours & Travels,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,unitytourstravels.co.in,29ULSPU4138S1Z6,857695019,,,13,USR-208,2024-02-04 21:56:16
ACC-01243,Netravati Engineering Works Pvt Ltd,Corporate (Staff & Executive Cars),Manufacturing,,Davangere,Karnataka,netravatiengineeringwo.com,29YUOCN8824C1ZA,996256807,,,21,USR-206,2026-06-18 21:40:44
ACC-01244,Suvarna Precision Components Pvt Ltd,Corporate (Staff & Executive Cars),Manufacturing,,Bengaluru,Karnataka,suvarnaprecisioncompon.co.in,29ZEKCS5568J1ZN,190120079,,,7,USR-207,2021-06-22 00:58:35
ACC-01245,Maruthi Nagar Infotech Pvt Ltd,Corporate (Staff & Executive Cars),Information Technology,,Bengaluru,Karnataka,maruthinagarinfotech.in,29DOMCM9572T1Z4,691256650,,,15,USR-216,2025-09-07 03:25:27
ACC-01246,Sunrise Travels,Cab Fleet Operator,Transportation Services,,Tumakuru,Karnataka,sunrisetravels.in,29MLCPS2869Q1ZQ,,,,12,USR-211,2025-09-04 22:13:11
ACC-01247,Silicon Finance LLP,Corporate (Staff & Executive Cars),Banking & Financial Services,,Bengaluru,Karnataka,siliconfinance.co.in,29FBQFS8596C1Z6,585915647,,Named,13,USR-208,2025-06-19 15:03:52
ACC-01248,Sharavathi Fleet Services Pvt Ltd,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,sharavathifleetservice.in,,110005939,,,22,USR-209,2020-09-22 03:24:29
ACC-01249,Sri Lakshmi Car Subscription Services Ltd,Leasing & Subscription,Banking & Financial Services,,Tumakuru,Karnataka,srilakshmicarsubscript.com,29DDDCS3466L1ZL,491444129,,,512,USR-208,2024-08-24 08:09:12
ACC-01250,Chandra Car Subscription Services LLP,Leasing & Subscription,Banking & Financial Services,,Mysuru,Karnataka,chandracarsubscription.co.in,29XIVFC9255Q1Z1,210246874,,,682,USR-204,2026-08-07 21:02:04
ACC-01251,Srinidhi College Pvt Ltd,Hospitals & Education,Education,,Bengaluru,Karnataka,srinidhicollege.co.in,29JQTCS5348K1Z9,,,,3,USR-202,2020-12-15 17:45:39
ACC-01252,Ujwal Pharmaceuticals Pvt Ltd,Corporate (Staff & Executive Cars),Pharmaceuticals,,Bengaluru,Karnataka,ujwalpharmaceuticals.co.in,29DKSCU2630D1ZI,,,,21,USR-214,2026-04-21 06:02:06
ACC-01253,Sharada Institute of Technology Pvt Ltd,Hospitals & Education,Education,,Bengaluru,Karnataka,sharadainstituteoftech.co.in,,,,,2,USR-216,2020-07-25 13:02:43
ACC-01254,Sri Lakshmi Fleet Services,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,srilakshmifleetservice.com,29ULSPS 1086M1ZJ,,,,21,USR-216,2025-12-25 20:16:00
ACC-01255,Rural Development Office - Yadgir,Government / PSU,Government,,Bengaluru ,Karnataka,,29UTSGR9027J1ZO,,,,83,USR-206,2024-05-11 18:30:12
ACC-01256,Emerald Fleet Services,Cab Fleet Operator,Transportation Services,,Hubballi,Karnataka,emeraldfleetservices.in,29QUUPE0294X1ZV,,,,30,USR-208,2025-06-20 00:44:29
ACC-01257,Silicon Cabs,Cab Fleet Operator,Transportation Services,,Mysuru,Karnataka,siliconcabs.co.in,29PKGPS0462T1ZU,,,,17,USR-210,2020-11-12 01:33:06
ACC-01258,Zenith Hotels & Resorts Pvt Ltd,Hotels & Travel,Hospitality,,Mangaluru,Karnataka,zenithhotelsresorts.in,29KPLCZ4723V1ZW,,,,7,USR-206,2023-08-16 17:46:23
ACC-01259,Sharavathi Multispeciality Hospital Pvt Ltd,Hospitals & Education,Healthcare,,Hubballi,Karnataka,sharavathimultispecial.co.in,29TMWCS2399X1Z9,550626634,,,6,USR-211,2021-03-22 10:45:19
ACC-01260,Kaveri Multispeciality Hospital,Hospitals & Education,Healthcare,,Mysuru,Karnataka,kaverimultispecialityh.in,29QRUTK4532B1ZZ,,,,8,USR-208,2019-02-01 20:55:56
ACC-01261,Orbit Infotech Pvt Ltd,Corporate (Staff & Executive Cars),Information Technology,,Bengaluru,Karnataka,orbitinfotech.com,29IQWCO3142H1ZU,950877904,,,8,USR-216,2025-12-15 15:14:07
ACC-01262,Hoysala Multispeciality Hospital,Hospitals & Education,Healthcare,,Bengaluru,Karnataka,hoysalamultispeciality.in,29YXDTH6134I1ZI,,,,5,USR-214,2022-12-15 23:15:00
ACC-01263,Akshaya Hotels & Resorts LLP,Hotels & Travel,Hospitality,,Bengaluru,Karnataka,akshayahotelsresorts.in,29NAHFA0869L1ZO,,,,6,USR-216,2026-07-17 03:37:03
ACC-01264,Srinidhi Digital Systems Pvt Ltd,Corporate (Staff & Executive Cars),Information Technology,,BLR,Karnataka,srinidhidigitalsystems.com,29HSYCS6936Z1Z4,,,,22,USR-213,2024-04-04 12:59:32
ACC-01265,Sri Lakshmi Taxi Services Pvt Ltd,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,srilakshmitaxiservices.co.in,29GDMCS1405F1Z3,,,Named,19,USR-204,2018-10-22 00:16:26
ACC-01266,Sanjeevini Auto Leasing Ltd,Leasing & Subscription,Finance,,Hubballi,Karnataka,sanjeeviniautoleasingl.com,29HDHCS3116Q1ZG,,,,255,USR-212,2021-05-16 05:31:28
ACC-01267,Kadamba College,Hospitals & Education,Education,,Hubballi,Karnataka,kadambacollege.in,29YSXTK8694J1ZI,603347366,,,4,USR-201,2020-06-15 06:11:08
ACC-01268,Kaveri Supermarts Pvt Ltd,Corporate (Staff & Executive Cars),Retail,,Bengaluru,Karnataka,kaverisupermarts.in,29LVJCK0450I1ZY,423491274,,Named,5,USR-211,2026-09-09 19:47:58
ACC-01269,Yashas Builders Ltd,Corporate (Staff & Executive Cars),Construction & Real Estate,,Bengaluru,Karnataka,yashasbuildersltd.in,29ESRCY4675Q1ZQ,291151737,,,24,USR-216,2026-04-28 05:32:22
ACC-01270,Silicon Infotech Pvt Ltd,Corporate (Staff & Executive Cars),Information Technology,,Hubballi,Karnataka,siliconinfotech.co.in,29LQLCS7212F1ZZ,,,,9,USR-214,2025-12-19 10:19:33
ACC-01271,Sharavathi Infotech Pvt Ltd,Corporate (Staff & Executive Cars),Information Technology,,Bengaluru,Karnataka,sharavathiinfotech.co.in,29CWZCS9986I1ZI,698653614,,,47,USR-205,2024-09-18 22:13:29
ACC-01272,Chandra Retail Ltd,Corporate (Staff & Executive Cars),,,Bengaluru,Karnataka,chandraretailltd.co.in,29CCLCC6454F1Z7,881665941,,,28,USR-211,2021-04-24 13:52:36
ACC-01273,Rapid Credit Services Ltd,Corporate (Staff & Executive Cars),Finance,,Hubballi,Karnataka,rapidcreditservicesltd.com,29YMKCR3754X1ZO,,,,4,USR-214,2020-07-18 02:14:02
ACC-01274,Hoysala Diagnostics,Hospitals & Education,Healthcare,,Bengaluru,Karnataka,hoysaladiagnostics.co.in,29RVXTH4617D1ZK,645853480,,,13,USR-202,2020-02-05 16:02:01
ACC-01275,Kadamba Staff Transport Services Pvt Ltd,Employee Transport Services,Transportation Services,,Bengaluru,Karnataka,kadambastafftransports.com,,,,,167,USR-208,2022-01-01 14:48:08
ACC-01276,Suvarna Mobility Services Pvt Ltd,Employee Transport Services,Travels,,Mysuru,Karnataka,suvarnamobilityservice.in,29BETCS7417X1ZI,,,,556,USR-203,2019-05-04 14:33:18
ACC-01277,Bluechip Tours & Travels Pvt Ltd,Cab Fleet Operator,Transportation Services,,Hubballi,Karnataka,bluechiptourstravels.co.in,29UNUCB3485O1ZA,,,,9,USR-206,2020-01-08 20:33:16
ACC-01278,Amrutha Holidays,Hotels & Travel,Hospitality,,Davanagere,Karnataka,amruthaholidays.com,29PEDPA2743Q1ZU,427978466,,,10,USR-216,2025-07-09 22:37:17
ACC-01279,Sharada College,Hospitals & Education,Education,,Bengaluru,Karnataka,sharadacollege.com,29RFXTS8035U1Z3,168577117,,,11,USR-203,2021-08-11 19:21:17
ACC-01280,Sharavathi Traders Ltd,Corporate (Staff & Executive Cars),Retail,,Bengaluru,Karnataka,sharavathitradersltd.in,29HXWCS0055V1ZM,600997002,,,3,USR-210,2022-03-24 19:38:03
ACC-01281,Tunga Self Drive Cars LLP,Car Rental & Self-Drive,Automotive Rental,,Mangaluru,Karnataka,tungaselfdrivecars.in,29TOXFT9787V1ZN,252042986,,,43,USR-216,2026-07-22 05:30:22
ACC-01282,Vega Retail Pvt Ltd,Corporate (Staff & Executive Cars),Retail,,Hubli,Karnataka,vegaretail.co.in,29PVNCV2624A1ZS,,,Key,10,USR-198,2020-05-05 09:24:51
ACC-01283,Kadamba Tours & Travels LLP,Cab Fleet Operator,Transportation Services,,Shivamogga,Karnataka,kadambatourstravels.com,,,,,41,USR-202,2024-01-21 14:33:01
ACC-01284,Sri Ganesh Infotech LLP,Corporate (Staff & Executive Cars),,,Bengaluru,Karnataka,sriganeshinfotech.com,29UORFS8731C1ZE,309334227,,,12,USR-216,2026-06-28 09:32:55
ACC-01285,Annapoorna Healthcare Products Pvt Ltd,Corporate (Staff & Executive Cars),Pharmaceuticals,,Bengaluru,Karnataka,annapoornahealthcarepr.com,29CEUCA2095Z1ZU,,,,48,USR-209,2023-05-25 23:10:45
ACC-01286,Crescent Life Sciences Pvt Ltd,Corporate (Staff & Executive Cars),Pharmaceuticals,,Bengaluru,Karnataka,crescentlifesciences.in,29FRMCC6203G1ZJ,214505000,,,8,USR-216,2019-06-16 11:49:22
ACC-01287,Surya Self Drive Cars LLP,Car Rental & Self-Drive,Automotive Rental,,Belagavi,Karnataka,suryaselfdrivecars.com,29YZOFS2118K1ZP,705277871,,,17,USR-210,2021-01-05 17:06:38
ACC-01288,Elite Employee Transport Solutions Ltd,Employee Transport Services,Transportation Services,,Mysuru,Karnataka,eliteemployeetransport.in,29AOHCE8205M1ZE,866231658,,,305,USR-214,2024-08-07 09:06:17
ACC-01289,Tunga Hospital Pvt Ltd,Hospitals & Education,Healthcare,,Mysuru,Karnataka,tungahospital.in,29PVZCT4026G1Z6,,,,3,USR-208,2019-05-10 21:54:11
ACC-01290,Chandra Employee Transport Solutions Pvt Ltd,Employee Transport Services,Travels,,Bengaluru,Karnataka,chandraemployeetranspo.com,29YFRCC7760E1Z8,,,,71,USR-204,2020-07-07 01:17:02
ACC-01291,Surya Car Rentals LLP,Car Rental & Self-Drive,Automotive Rental,,Mangaluru,Karnataka,suryacarrentals.co.in,29NLQFS4148L1ZE,,,Named,17,USR-206,2023-03-14 10:06:09
ACC-01292,Sai Krupa Commute Solutions Pvt Ltd,Employee Transport Services,Transportation Services,,Bengaluru,Karnataka,saikrupacommutesolutio.co.in,29EXCCS6492U1ZQ,,,Named,85,USR-209,2023-06-07 14:36:31
ACC-01293,Rural Development Office - Vijayapura,Government / PSU,Government,,Bengaluru,Karnataka,,29SBIGR9452S1ZE,,,,10,USR-204,2019-12-08 15:03:13
ACC-01294,Maruthi Nagar Tours & Travels,Cab Fleet Operator,Transportation,,Hubballi,Karnataka,maruthinagartourstrave.com,29NZUPM1494J1Z4,,,,21,USR-202,2023-01-21 15:24:10
ACC-01295,Srinidhi Rent-a-Car Pvt Ltd,Car Rental & Self-Drive,Automotive Rental,,Davanagere,Karnataka,srinidhirentacar.co.in,29OLPCS2884A1Z0,,,,22,USR-204,2024-08-14 16:03:53
