LineID,OpportunityID,ProductID,Quantity,UnitPriceINR,DiscountPct,LineValueINR
OPL-0002787,OPP-002768,PRD08,1,689600,4.14,661022
OPL-0002788,OPP-002769,PRD11,1,660300,2.56,643369
OPL-0002789,OPP-002770,PRD13,1,841800,3.15,815314
OPL-0002790,OPP-002771,PRD16,1,1516300,3.62,1461365
OPL-0002791,OPP-002772,PRD08,1,753400,4.56,719036
OPL-0002792,OPP-002773,PRD16,1,1294800,7.12,1202665
OPL-0002793,OPP-002774,PRD05,1,891100,7.17,827170
OPL-0002794,OPP-002775,PRD11,1,760100,3.75,731608
OPL-0002795,OPP-002776,PRD13,1,985700,5.45,932026
OPL-0002796,OPP-002777,PRD21,1,1876700,5.5,1773530
OPL-0002797,OPP-002778,PRD08,1,699500,5.78,659040
OPL-0002798,OPP-002779,PRD12,1,890000,4.23,852360
OPL-0002799,OPP-002780,PRD01,1,662300,4.73,631003
OPL-0002800,OPP-002781,PRD01,1,601700,2.85,584525
OPL-0002801,OPP-002782,PRD12,1,783100,4.81,745448
OPL-0002802,OPP-002783,PRD12,1,787000,6.57,735322
OPL-0002803,OPP-002784,PRD01,1,605500,3.55,583979
OPL-0002804,OPP-002785,PRD09,1,688000,3.85,661508
OPL-0002805,OPP-002786,PRD09,1,704800,6.61,658178
OPL-0002806,OPP-002787,PRD13,1,924500,6.52,864215
OPL-0002807,OPP-002788,PRD16,5,1347300,8.32,6175850
OPL-0002808,OPP-002789,PRD13,1,866100,4.38,828154
OPL-0002809,OPP-002790,PRD01,1,518500,6.18,486481
OPL-0002810,OPP-002791,PRD13,1,895200,5.4,846849
OPL-0002811,OPP-002792,PRD01,2,568900,5.2,1078665
OPL-0002812,OPP-002793,PRD21,1,1640700,5.37,1552568
OPL-0002813,OPP-002794,PRD13,1,865300,6.54,808711
OPL-0002814,OPP-002795,PRD08,1,716300,1.55,705216
OPL-0002815,OPP-002796,PRD05,1,786500,7.39,728379
OPL-0002816,OPP-002797,PRD08,1,673100,5.6,635429
OPL-0002817,OPP-002798,PRD21,1,1889000,5.26,1789665
OPL-0002818,OPP-002799,PRD02,1,777700,5.54,734578
OPL-0002819,OPP-002800,PRD16,1,1376100,7.19,1277109
OPL-0002820,OPP-002801,PRD19,1,1861600,2.77,1809955
OPL-0002821,OPP-002802,PRD16,1,1584100,6.89,1474936
OPL-0002822,OPP-002803,PRD14,2,1135900,6.92,2114548
OPL-0002823,OPP-002804,PRD13,2,908400,1.52,1789098
OPL-0002824,OPP-002805,PRD14,2,1089400,4.64,2077661
OPL-0002825,OPP-002806,PRD08,1,707400,7.09,657228
OPL-0002826,OPP-002807,PRD14,1,1204000,2.18,1177801
OPL-0002827,OPP-002808,PRD11,1,780400,7.41,722611
OPL-0002828,OPP-002809,PRD05,1,830200,3.61,800222
OPL-0002829,OPP-002810,PRD09,1,688900,2.87,669143
OPL-0002830,OPP-002811,PRD12,1,835800,7.03,777060
OPL-0002831,OPP-002812,PRD11,1,814300,5.44,770040
OPL-0002832,OPP-002813,PRD09,1,777500,4.94,739115
OPL-0002833,OPP-002814,PRD02,1,678500,3.61,653982
OPL-0002834,OPP-002815,PRD12,1,807500,3.65,778037
OPL-0002835,OPP-002816,PRD14,1,1096400,3.22,1061091
OPL-0002836,OPP-002817,PRD11,1,835000,4.93,793821
OPL-0002837,OPP-002818,PRD08,1,729100,5.46,689287
OPL-0002838,OPP-002819,PRD01,1,671200,4.22,642861
OPL-0002839,OPP-002820,PRD02,1,757900,3.06,734682
OPL-0002840,OPP-002821,PRD16,1,1341300,7.13,1245607
OPL-0002841,OPP-002822,PRD02,1,739700,4.68,705063
OPL-0002842,OPP-002823,PRD16,1,1498600,2.56,1460180
OPL-0002843,OPP-002824,PRD08,1,712800,4.79,678681
OPL-0002844,OPP-002825,PRD03,1,1055800,6.88,983111
OPL-0002845,OPP-002826,PRD01,1,567000,7.15,526461
OPL-0002846,OPP-002827,PRD16,1,1401800,4.8,1334489
OPL-0002847,OPP-002828,PRD08,1,699000,3.36,675546
OPL-0002848,OPP-002829,PRD14,1,1078200,2.83,1047666
OPL-0002849,OPP-002830,PRD02,1,760400,5.27,720358
OPL-0002850,OPP-002831,PRD03,1,833100,6.86,775911
OPL-0002851,OPP-002832,PRD01,1,539300,6.15,506155
OPL-0002852,OPP-002833,PRD09,1,779500,3.15,754946
OPL-0002853,OPP-002834,PRD03,1,1031600,5.21,977812
OPL-0002854,OPP-002835,PRD13,1,836600,4.97,794990
OPL-0002855,OPP-002836,PRD19,1,1796100,1.97,1760800
OPL-0002856,OPP-002837,PRD01,1,565200,4.03,542397
OPL-0002857,OPP-002838,PRD16,1,1287500,3.95,1236674
OPL-0002858,OPP-002839,PRD02,1,653300,6.14,613168
OPL-0002859,OPP-002840,PRD13,1,866800,2.59,844385
OPL-0002860,OPP-002841,PRD13,2,987400,8.11,1814696
OPL-0002861,OPP-002842,PRD08,1,763800,5.38,722675
OPL-0002862,OPP-002843,PRD02,1,686100,4.15,657599
OPL-0002863,OPP-002844,PRD02,2,781900,2.56,1523761
OPL-0002864,OPP-002845,PRD11,1,782200,5.16,741805
OPL-0002865,OPP-002846,PRD13,1,966800,4.38,924492
OPL-0002866,OPP-002847,PRD01,1,545400,3.23,527797
OPL-0002867,OPP-002848,PRD05,1,830100,4.26,794716
OPL-0002868,OPP-002849,PRD13,4,982000,4.99,3731888
OPL-0002869,OPP-002850,PRD21,1,1945600,1.64,1913729
OPL-0002870,OPP-002851,PRD01,1,532600,6.53,497802
OPL-0002871,OPP-002852,PRD02,1,683500,1.98,669998
OPL-0002872,OPP-002853,PRD09,1,783200,2.07,767022
OPL-0002873,OPP-002854,PRD19,1,1588700,5.81,1496410
OPL-0002874,OPP-002855,PRD09,1,703100,7.43,650828
OPL-0002875,OPP-002856,PRD08,2,723200,4.27,1384594
OPL-0002876,OPP-002857,PRD12,2,775800,2.31,1515727
OPL-0002877,OPP-002858,PRD13,1,953300,4.24,912913
OPL-0002878,OPP-002859,PRD13,3,837200,6.7,2343281
OPL-0002879,OPP-002860,PRD01,1,589000,2.51,574225
OPL-0002880,OPP-002861,PRD03,1,882500,4.93,838968
OPL-0002881,OPP-002862,PRD09,1,836200,7.35,774711
OPL-0002882,OPP-002863,PRD05,2,877700,6.18,1647003
OPL-0002883,OPP-002864,PRD09,1,745600,1.57,733884
OPL-0002884,OPP-002865,PRD04,1,655300,3.56,631945
OPL-0002885,OPP-002866,PRD01,1,630700,2.5,614935
OPL-0002886,OPP-002867,PRD09,1,850600,5.36,805018
OPL-0002887,OPP-002868,PRD08,1,727800,5.57,687231
OPL-0002888,OPP-002869,PRD08,1,721800,6.22,676919
OPL-0002889,OPP-002870,PRD02,1,680000,2.39,663740
OPL-0002890,OPP-002871,PRD14,1,1163100,7.36,1077538
OPL-0002891,OPP-002872,PRD08,1,708800,6.4,663425
OPL-0002892,OPP-002873,PRD01,1,664100,4.93,631372
OPL-0002893,OPP-002874,PRD14,1,1185800,3.34,1146226
OPL-0002894,OPP-002875,PRD08,1,718200,1.61,706610
OPL-0002895,OPP-002876,PRD03,1,1012700,5.38,958188
OPL-0002896,OPP-002877,PRD01,1,657600,6.16,617070
OPL-0002897,OPP-002878,PRD01,1,550400,5.1,522322
OPL-0002898,OPP-002879,PRD08,1,732000,4.52,698935
OPL-0002899,OPP-002880,PRD08,1,671600,4.78,639506
OPL-0002900,OPP-002881,PRD11,1,774700,3.87,744754
OPL-0002901,OPP-002882,PRD08,1,610600,3.54,588992
OPL-0002902,OPP-002883,PRD01,1,519900,7.01,483439
OPL-0002903,OPP-002884,PRD02,1,681100,5.31,644911
OPL-0002904,OPP-002885,PRD19,1,1876300,2.47,1830037
OPL-0002905,OPP-002886,PRD16,10,1458100,5.35,13800503
OPL-0002906,OPP-002887,PRD09,1,862300,1.94,845590
OPL-0002907,OPP-002888,PRD01,1,559000,4.99,531097
OPL-0002908,OPP-002889,PRD05,5,868300,5.71,4093485
OPL-0002909,OPP-002890,PRD08,1,715700,3.36,691678
OPL-0002910,OPP-002891,PRD13,1,1004100,1.82,985875
OPL-0002911,OPP-002892,PRD11,1,693400,5.12,657891
OPL-0002912,OPP-002893,PRD05,1,722700,4.49,690263
OPL-0002913,OPP-002894,PRD16,1,1302800,4.21,1247899
OPL-0002914,OPP-002895,PRD03,2,866700,2.21,1695050
OPL-0002915,OPP-002896,PRD08,1,726900,5.86,684291
OPL-0002916,OPP-002897,PRD01,1,656300,5.83,618018
OPL-0002917,OPP-002898,PRD04,1,725200,2.94,703843
OPL-0002918,OPP-002899,PRD11,1,697200,7.18,647138
OPL-0002919,OPP-002900,PRD19,1,1791600,4.46,1711643
OPL-0002920,OPP-002901,PRD01,1,600800,6.24,563289
OPL-0002921,OPP-002902,PRD08,1,725800,4.04,696450
OPL-0002922,OPP-002903,PRD14,1,1300700,6.14,1220888
OPL-0002923,OPP-002904,PRD21,1,1871800,4.18,1793651
OPL-0002924,OPP-002905,PRD01,1,625300,5.96,588014
OPL-0002925,OPP-002906,PRD01,1,617500,5.06,586229
OPL-0002926,OPP-002907,PRD08,2,712200,6.63,1329912
OPL-0002927,OPP-002908,PRD03,1,1067200,4.6,1018070
OPL-0002928,OPP-002909,PRD13,1,1001600,2.9,972587
OPL-0002929,OPP-002910,PRD12,1,766600,4.62,731180
OPL-0002930,OPP-002911,PRD01,1,675800,4.33,646530
OPL-0002931,OPP-002912,PRD08,1,603600,2.54,588266
OPL-0002932,OPP-002913,PRD03,14,919100,7.54,11897380
OPL-0002933,OPP-002914,PRD06,1,1238900,1.95,1214744
OPL-0002934,OPP-002915,PRD13,1,910000,3.39,879182
OPL-0002935,OPP-002916,PRD13,1,1019800,2.14,998014
OPL-0002936,OPP-002917,PRD09,1,866200,1.51,853087
OPL-0002937,OPP-002918,PRD13,1,1006800,3.72,969350
OPL-0002938,OPP-002919,PRD05,1,861300,3.69,829490
OPL-0002939,OPP-002920,PRD01,1,639700,3.83,615227
OPL-0002940,OPP-002921,PRD16,1,1614900,3.7,1555116
OPL-0002941,OPP-002922,PRD19,2,1587900,5.11,3013629
OPL-0002942,OPP-002923,PRD01,1,617900,7.07,574204
OPL-0002943,OPP-002924,PRD08,1,707500,3.75,680962
OPL-0002944,OPP-002925,PRD13,1,896600,1.61,882157
OPL-0002945,OPP-002926,PRD04,1,749000,4.57,714737
OPL-0002946,OPP-002927,PRD04,1,773900,2.24,756557
OPL-0002947,OPP-002929,PRD08,1,707300,3.19,684728
OPL-0002948,OPP-002930,PRD02,1,721900,3.98,693168
OPL-0002949,OPP-002931,PRD04,1,737700,4.0,708196
OPL-0002950,OPP-002932,PRD14,1,1025300,1.57,1009236
OPL-0002951,OPP-002933,PRD08,1,673100,2.54,655995
OPL-0002952,OPP-002934,PRD21,1,1752400,3.67,1688113
OPL-0002953,OPP-002935,PRD21,1,1527300,2.48,1489475
OPL-0002954,OPP-002936,PRD01,1,565300,4.37,540579
OPL-0002955,OPP-002937,PRD12,1,756200,2.75,735429
OPL-0002956,OPP-002938,PRD11,1,764800,4.21,732570
OPL-0002957,OPP-002939,PRD08,1,615400,3.08,596447
OPL-0002958,OPP-002940,PRD19,1,1845400,3.86,1774222
OPL-0002959,OPP-002941,PRD05,1,802700,1.52,790520
OPL-0002960,OPP-002942,PRD14,1,1292800,4.28,1237426
OPL-0002961,OPP-002943,PRD06,1,1225200,3.71,1179775
OPL-0002962,OPP-002944,PRD21,1,1622000,5.09,1539517
OPL-0002963,OPP-002945,PRD16,1,1292500,2.68,1257873
OPL-0002964,OPP-002946,PRD03,1,892400,5.16,846346
OPL-0002965,OPP-002947,PRD08,1,721700,3.31,697813
OPL-0002966,OPP-002948,PRD01,1,655500,4.99,622819
OPL-0002967,OPP-002949,PRD12,1,858100,4.92,815899
OPL-0002968,OPP-002950,PRD02,1,690000,3.77,663953
OPL-0002969,OPP-002951,PRD04,1,676100,2.94,656189
OPL-0002970,OPP-002952,PRD01,1,542400,3.74,522104
OPL-0002971,OPP-002953,PRD04,2,794900,2.25,1553977
OPL-0002972,OPP-002954,PRD14,1,1077800,4.73,1026817
OPL-0002973,OPP-002955,PRD04,1,744900,2.12,729076
OPL-0002974,OPP-002956,PRD08,1,603100,4.45,576275
OPL-0002975,OPP-002957,PRD13,1,927900,2.8,901899
OPL-0002976,OPP-002958,PRD13,1,1048100,2.12,1025880
OPL-0002977,OPP-002959,PRD13,3,885600,4.81,2528956
OPL-0002978,OPP-002959,PRD16,4,1344700,4.81,5119975
OPL-0002979,OPP-002960,PRD02,1,680800,4.21,652121
OPL-0002980,OPP-002961,PRD09,2,881200,1.99,1727369
OPL-0002981,OPP-002962,PRD08,1,722100,3.54,696553
OPL-0002982,OPP-002963,PRD01,1,552500,1.83,542399
OPL-0002983,OPP-002964,PRD11,1,695300,4.98,660655
OPL-0002984,OPP-002965,PRD08,1,670600,5.26,635337
OPL-0002985,OPP-002966,PRD08,1,726400,4.46,693997
OPL-0002986,OPP-002967,PRD13,1,890700,3.17,862449
OPL-0002987,OPP-002968,PRD09,1,798100,4.87,759237
OPL-0002988,OPP-002969,PRD14,1,1238900,4.41,1184306
OPL-0002989,OPP-002970,PRD21,1,1719500,2.81,1671174
OPL-0002990,OPP-002971,PRD08,1,676800,4.77,644506
OPL-0002991,OPP-002972,PRD11,1,731700,3.46,706417
OPL-0002992,OPP-002973,PRD11,1,725400,2.67,706061
OPL-0002993,OPP-002974,PRD13,1,875500,4.36,837316
OPL-0002994,OPP-002975,PRD13,1,985600,2.97,956340
OPL-0002995,OPP-002976,PRD11,1,666700,2.17,652245
OPL-0002996,OPP-002977,PRD08,1,656300,4.85,624467
OPL-0002997,OPP-002978,PRD01,1,608700,3.51,587322
OPL-0002998,OPP-002979,PRD04,1,770500,2.57,750725
OPL-0002999,OPP-002980,PRD14,1,1303200,3.72,1254693
OPL-0003000,OPP-002981,PRD01,1,598200,5.19,567149
OPL-0003001,OPP-002982,PRD14,1,1203500,1.96,1179897
OPL-0003002,OPP-002983,PRD01,1,539200,4.76,513559
OPL-0003003,OPP-002984,PRD19,1,1919700,4.82,1827219
OPL-0003004,OPP-002985,PRD12,1,837800,1.57,824655
OPL-0003005,OPP-002986,PRD21,1,1888500,5.13,1791700
OPL-0003006,OPP-002987,PRD13,1,956500,2.27,934764
OPL-0003007,OPP-002988,PRD13,1,881300,4.05,845648
OPL-0003008,OPP-002989,PRD01,1,645900,4.55,616479
OPL-0003009,OPP-002990,PRD13,1,1030500,4.22,986975
OPL-0003010,OPP-002991,PRD03,1,927300,3.94,890749
OPL-0003011,OPP-002992,PRD11,1,674300,4.14,646387
OPL-0003012,OPP-002993,PRD21,2,1821100,7.49,3369421
OPL-0003013,OPP-002993,PRD21,5,1773700,7.49,8204303
OPL-0003014,OPP-002994,PRD14,1,1068300,5.28,1011915
OPL-0003015,OPP-002995,PRD21,1,1781300,1.78,1749651
OPL-0003016,OPP-002996,PRD01,1,629600,2.57,613436
OPL-0003017,OPP-002997,PRD08,1,764900,2.79,743550
OPL-0003018,OPP-002998,PRD01,1,522800,4.99,496720
OPL-0003019,OPP-002999,PRD11,1,736200,4.98,699527
OPL-0003020,OPP-003000,PRD09,1,857500,3.5,827516
OPL-0003021,OPP-003001,PRD19,1,1649900,1.8,1620224
OPL-0003022,OPP-003002,PRD01,1,557700,3.7,537084
OPL-0003023,OPP-003003,PRD02,5,783200,4.08,3756229
OPL-0003024,OPP-003004,PRD08,1,702200,3.31,678939
OPL-0003025,OPP-003005,PRD05,1,925100,2.68,900309
OPL-0003026,OPP-003006,PRD11,1,685100,5.31,648714
OPL-0003027,OPP-003007,PRD11,1,776400,2.55,756625
OPL-0003028,OPP-003008,PRD13,1,933300,4.3,893169
OPL-0003029,OPP-003009,PRD02,1,703200,2.38,686448
OPL-0003030,OPP-003010,PRD16,1,1351000,2.25,1320662
OPL-0003031,OPP-003011,PRD08,1,704000,2.44,686804
OPL-0003032,OPP-003012,PRD09,1,796000,2.64,775019
OPL-0003033,OPP-003013,PRD08,1,715900,4.02,687110
OPL-0003034,OPP-003014,PRD12,1,873800,1.64,859480
OPL-0003035,OPP-003015,PRD08,7,653000,4.43,4368621
OPL-0003036,OPP-003016,PRD09,1,867700,2.78,843569
OPL-0003037,OPP-003017,PRD19,1,1778600,2.74,1729777
OPL-0003038,OPP-003018,PRD03,1,835300,4.59,796920
OPL-0003039,OPP-003019,PRD16,41,1320300,8.82,49359097
OPL-0003040,OPP-003019,PRD03,27,864400,8.82,21280864
OPL-0003041,OPP-003020,PRD12,1,912600,3.58,879895
OPL-0003042,OPP-003021,PRD13,1,945000,4.02,907000
OPL-0003043,OPP-003022,PRD13,1,923500,2.2,903204
OPL-0003044,OPP-003023,PRD13,1,914600,5.14,867622
OPL-0003045,OPP-003024,PRD08,1,686300,1.77,674137
OPL-0003046,OPP-003025,PRD11,1,732700,4.85,697155
OPL-0003047,OPP-003026,PRD16,1,1591200,4.0,1527550
OPL-0003048,OPP-003027,PRD08,1,681400,5.0,647327
OPL-0003049,OPP-003028,PRD16,1,1457500,7.71,1345095
OPL-0003050,OPP-003029,PRD01,1,675400,4.1,647725
OPL-0003051,OPP-003030,PRD13,1,908600,3.59,876002
OPL-0003052,OPP-003031,PRD11,1,649200,2.66,631914
OPL-0003053,OPP-003032,PRD08,1,746300,5.1,708206
OPL-0003054,OPP-003033,PRD02,1,615000,2.65,598679
OPL-0003055,OPP-003034,PRD09,1,737200,2.71,717203
OPL-0003056,OPP-003035,PRD02,1,701400,2.09,686764
OPL-0003057,OPP-003036,PRD11,1,712900,3.26,689639
OPL-0003058,OPP-003037,PRD08,1,604400,2.74,587827
OPL-0003059,OPP-003038,PRD01,1,558900,3.93,536937
OPL-0003060,OPP-003039,PRD08,1,627800,1.65,617450
OPL-0003061,OPP-003040,PRD16,1,1382400,2.37,1349623
OPL-0003062,OPP-003041,PRD01,1,584100,2.2,571237
OPL-0003063,OPP-003042,PRD05,1,887600,5.24,841123
OPL-0003064,OPP-003043,PRD11,1,693600,4.49,662450
OPL-0003065,OPP-003044,PRD08,1,617400,4.23,591305
OPL-0003066,OPP-003045,PRD01,1,637700,4.87,606635
OPL-0003067,OPP-003046,PRD03,1,842400,2.27,823237
OPL-0003068,OPP-003047,PRD14,1,1067500,5.24,1011516
OPL-0003069,OPP-003048,PRD13,1,843700,3.33,815563
OPL-0003070,OPP-003049,PRD02,1,640600,4.68,610589
OPL-0003071,OPP-003050,PRD16,1,1590000,4.03,1525849
OPL-0003072,OPP-003051,PRD08,1,708300,2.37,691506
OPL-0003073,OPP-003052,PRD09,1,863600,2.55,841546
OPL-0003074,OPP-003053,PRD11,1,822800,4.34,787107
OPL-0003075,OPP-003054,PRD13,1,920900,2.87,894510
OPL-0003076,OPP-003055,PRD13,1,1003900,4.02,963570
OPL-0003077,OPP-003056,PRD03,1,1053500,1.63,1036332
OPL-0003078,OPP-003057,PRD01,1,567800,2.98,550879
OPL-0003079,OPP-003058,PRD02,1,704500,3.97,676551
OPL-0003080,OPP-003059,PRD01,1,546300,1.62,537466
OPL-0003081,OPP-003060,PRD12,1,835100,3.29,807616
OPL-0003082,OPP-003061,PRD16,1,1383900,4.39,1323130
OPL-0003083,OPP-003062,PRD05,1,740100,2.72,719937
OPL-0003084,OPP-003063,PRD13,1,979200,2.75,952298
OPL-0003085,OPP-003064,PRD16,1,1373000,4.55,1310577
OPL-0003086,OPP-003065,PRD02,1,621200,3.71,598130
OPL-0003087,OPP-003066,PRD08,1,678000,3.85,651873
OPL-0003088,OPP-003067,PRD19,1,1509700,5.08,1433023
OPL-0003089,OPP-003068,PRD13,1,901100,1.68,885969
OPL-0003090,OPP-003069,PRD13,1,887200,2.47,865324
OPL-0003091,OPP-003070,PRD01,1,620900,1.81,609691
OPL-0003092,OPP-003071,PRD01,1,642200,2.34,627202
OPL-0003093,OPP-003072,PRD12,1,908200,2.72,883456
OPL-0003094,OPP-003073,PRD14,1,1265200,4.04,1214031
OPL-0003095,OPP-003074,PRD11,1,784200,5.01,744940
OPL-0003096,OPP-003075,PRD09,1,745100,2.31,727912
OPL-0003097,OPP-003076,PRD03,1,841400,1.64,827585
OPL-0003098,OPP-003077,PRD14,1,1208500,5.34,1143943
OPL-0003099,OPP-003078,PRD02,1,735000,5.32,695870
OPL-0003100,OPP-003079,PRD13,1,897000,4.02,860968
OPL-0003101,OPP-003080,PRD09,1,828800,4.04,795317
OPL-0003102,OPP-003081,PRD11,1,748000,3.72,720187
OPL-0003103,OPP-003082,PRD02,1,788500,2.03,772487
OPL-0003104,OPP-003083,PRD09,1,707500,3.7,681341
OPL-0003105,OPP-003084,PRD11,1,820800,2.95,796583
OPL-0003106,OPP-003085,PRD12,1,798300,2.72,776561
OPL-0003107,OPP-003086,PRD01,1,532100,3.86,511585
OPL-0003108,OPP-003087,PRD07,9,1274500,4.73,10928000
OPL-0003109,OPP-003088,PRD09,1,693500,3.59,668591
OPL-0003110,OPP-003089,PRD13,1,863800,4.96,820915
OPL-0003111,OPP-003091,PRD19,2,1711600,4.41,3272292
OPL-0003112,OPP-003092,PRD05,1,809600,3.14,784176
OPL-0003113,OPP-003093,PRD08,1,716600,2.06,701818
OPL-0003114,OPP-003094,PRD03,1,894500,1.91,877454
OPL-0003115,OPP-003095,PRD01,1,538500,2.65,524238
OPL-0003116,OPP-003096,PRD11,1,768600,2.3,750931
OPL-0003117,OPP-003097,PRD13,1,924700,2.37,902813
OPL-0003118,OPP-003098,PRD14,1,1251900,2.3,1223108
OPL-0003119,OPP-003099,PRD12,1,772600,3.86,742755
OPL-0003120,OPP-003100,PRD02,7,773800,4.37,5179849
OPL-0003121,OPP-003101,PRD13,1,893200,3.23,864306
OPL-0003122,OPP-003102,PRD02,1,747500,3.5,721364
OPL-0003123,OPP-003103,PRD19,1,1501000,3.21,1452846
OPL-0003124,OPP-003104,PRD13,1,881200,2.88,855844
OPL-0003125,OPP-003105,PRD13,1,877300,3.42,847309
OPL-0003126,OPP-003106,PRD21,1,1791500,4.47,1711455
OPL-0003127,OPP-003107,PRD19,1,1919900,4.88,1826218
OPL-0003128,OPP-003108,PRD07,1,1401500,8.41,1283568
OPL-0003129,OPP-003108,PRD07,1,1297400,8.41,1188227
OPL-0003130,OPP-003108,PRD05,16,735500,8.41,10777756
OPL-0003131,OPP-003109,PRD04,1,654700,5.13,621140
OPL-0003132,OPP-003110,PRD09,1,711100,2.18,695619
OPL-0003133,OPP-003111,PRD09,1,702900,4.9,668478
OPL-0003134,OPP-003112,PRD01,1,651700,4.03,625453
OPL-0003135,OPP-003113,PRD08,1,693200,1.58,682238
OPL-0003136,OPP-003114,PRD13,1,1066000,1.81,1046747
OPL-0003137,OPP-003115,PRD16,1,1565800,5.03,1487012
OPL-0003138,OPP-003116,PRD09,1,753100,2.06,737581
OPL-0003139,OPP-003117,PRD02,1,614800,4.37,587907
OPL-0003140,OPP-003118,PRD21,1,1980200,1.77,1945217
OPL-0003141,OPP-003119,PRD08,1,643600,2.55,627187
OPL-0003142,OPP-003120,PRD21,1,1694700,2.94,1644831
OPL-0003143,OPP-003121,PRD06,1,1334800,4.99,1268180
OPL-0003144,OPP-003122,PRD01,1,651400,3.24,630277
OPL-0003145,OPP-003123,PRD13,1,993500,3.08,962942
OPL-0003146,OPP-003124,PRD16,1,1268500,2.61,1235371
OPL-0003147,OPP-003125,PRD16,1,1441200,3.07,1397001
OPL-0003148,OPP-003126,PRD13,1,1026200,2.69,998570
OPL-0003149,OPP-003127,PRD08,1,638500,3.99,613052
OPL-0003150,OPP-003128,PRD09,1,801300,4.71,763529
OPL-0003151,OPP-003129,PRD21,1,1588100,3.13,1538415
OPL-0003152,OPP-003130,PRD01,1,635100,2.63,618425
OPL-0003153,OPP-003131,PRD11,1,753200,2.46,734659
OPL-0003154,OPP-003132,PRD13,1,1059900,2.97,1028466
OPL-0003155,OPP-003133,PRD13,2,1009300,5.09,1915941
OPL-0003156,OPP-003134,PRD04,1,687400,2.43,670680
OPL-0003157,OPP-003135,PRD03,1,858100,2.31,838243
OPL-0003158,OPP-003136,PRD13,1,886100,3.05,859043
OPL-0003159,OPP-003137,PRD09,1,676900,3.68,651974
OPL-0003160,OPP-003138,PRD08,6,708300,4.23,4069918
OPL-0003161,OPP-003138,PRD05,1,717100,4.23,686747
OPL-0003162,OPP-003139,PRD09,1,702200,3.16,680041
OPL-0003163,OPP-003140,PRD08,1,607700,2.81,590610
OPL-0003164,OPP-003141,PRD19,1,1606400,1.94,1575204
OPL-0003165,OPP-003142,PRD02,1,704200,4.77,670615
OPL-0003166,OPP-003143,PRD09,1,771500,3.82,742038
OPL-0003167,OPP-003144,PRD14,1,1080000,3.96,1037243
OPL-0003168,OPP-003145,PRD01,1,532600,4.43,508984
OPL-0003169,OPP-003146,PRD14,1,1249900,4.84,1189396
OPL-0003170,OPP-003147,PRD21,1,1948300,1.61,1916993
OPL-0003171,OPP-003148,PRD04,1,699300,3.35,675865
OPL-0003172,OPP-003149,PRD14,1,1293200,3.05,1253694
OPL-0003173,OPP-003150,PRD01,1,588700,3.43,568529
OPL-0003174,OPP-003151,PRD01,1,642500,4.4,614204
OPL-0003175,OPP-003152,PRD13,1,970500,1.61,954910
OPL-0003176,OPP-003153,PRD13,1,1062800,5.29,1006535
OPL-0003177,OPP-003154,PRD11,1,745800,3.95,716309
OPL-0003178,OPP-003155,PRD13,1,877500,3.83,843921
OPL-0003179,OPP-003156,PRD12,1,904600,3.52,872763
OPL-0003180,OPP-003157,PRD09,1,682300,2.02,668495
OPL-0003181,OPP-003158,PRD16,1,1372100,4.11,1315748
OPL-0003182,OPP-003159,PRD11,1,702200,1.7,690297
OPL-0003183,OPP-003160,PRD09,1,696800,3.72,670896
OPL-0003184,OPP-003161,PRD05,1,818600,2.45,798552
OPL-0003185,OPP-003162,PRD04,1,678900,2.47,662127
OPL-0003186,OPP-003163,PRD09,1,707100,3.81,680187
OPL-0003187,OPP-003164,PRD05,1,778400,3.45,751512
OPL-0003188,OPP-003165,PRD02,1,613500,4.54,585645
OPL-0003189,OPP-003166,PRD03,1,1065100,2.76,1035654
OPL-0003190,OPP-003167,PRD13,1,875300,5.14,830328
OPL-0003191,OPP-003168,PRD13,2,914400,2.85,1776629
OPL-0003192,OPP-003169,PRD19,1,1529400,3.38,1477750
OPL-0003193,OPP-003170,PRD01,1,658500,2.11,644618
OPL-0003194,OPP-003171,PRD12,1,836700,5.44,791149
OPL-0003195,OPP-003172,PRD13,1,832800,3.7,801964
OPL-0003196,OPP-003173,PRD11,1,818000,1.6,804877
OPL-0003197,OPP-003174,PRD05,8,769600,4.24,5895714
OPL-0003198,OPP-003175,PRD12,1,741400,4.64,706982
OPL-0003199,OPP-003176,PRD08,1,620600,5.32,587609
OPL-0003200,OPP-003177,PRD13,1,841000,4.93,799527
OPL-0003201,OPP-003178,PRD16,1,1300700,4.82,1238059
OPL-0003202,OPP-003179,PRD14,1,1038400,4.93,987207
OPL-0003203,OPP-003180,PRD01,1,543100,2.42,529942
OPL-0003204,OPP-003181,PRD08,1,672500,4.62,641458
OPL-0003205,OPP-003182,PRD14,1,1072900,4.9,1020372
OPL-0003206,OPP-003183,PRD04,1,698600,2.21,683155
OPL-0003207,OPP-003184,PRD02,1,762200,5.21,722493
OPL-0003208,OPP-003185,PRD08,1,742900,2.14,727024
OPL-0003209,OPP-003186,PRD21,1,1789400,4.08,1716374
OPL-0003210,OPP-003187,PRD05,8,815500,4.23,6247925
OPL-0003211,OPP-003188,PRD09,1,813000,4.66,775146
OPL-0003212,OPP-003189,PRD08,1,648600,5.18,614997
OPL-0003213,OPP-003190,PRD19,1,1636100,5.07,1553145
OPL-0003214,OPP-003191,PRD01,1,524100,1.88,514241
