SnapshotDate,OutletID,Channel,StageNo,Stage,OpenDeals,OpenUnits,OpenValueINR,StaleDeals,OverdueDeals
2024-04-19,OUT02,Retail,5,5-Booking / PO,53,54,48069628,0,30
2024-04-19,OUT03,Retail,1,1-Enquiry,22,23,18213723,9,9
2024-04-19,OUT03,Retail,2,2-Test Drive / Demo,17,17,13204868,10,10
2024-04-19,OUT03,Retail,3,3-Quotation,20,19,16211910,3,3
2024-04-19,OUT03,Retail,4,4-Negotiation,20,20,17713731,5,7
2024-04-19,OUT03,Retail,5,5-Booking / PO,34,36,28425249,0,15
2024-04-19,OUT04,Retail,1,1-Enquiry,25,28,23789546,14,14
2024-04-19,OUT04,Retail,2,2-Test Drive / Demo,15,17,18785685,5,5
2024-04-19,OUT04,Retail,3,3-Quotation,17,16,14440912,7,7
2024-04-19,OUT04,Retail,4,4-Negotiation,21,23,20704018,10,11
2024-04-19,OUT04,Retail,5,5-Booking / PO,29,29,28731422,0,10
2024-04-19,OUT05,Retail,1,1-Enquiry,17,19,18734378,8,8
2024-04-19,OUT05,Retail,2,2-Test Drive / Demo,15,16,15777234,2,2
2024-04-19,OUT05,Retail,3,3-Quotation,18,19,16380929,5,5
2024-04-19,OUT05,Retail,4,4-Negotiation,17,18,16874558,8,9
2024-04-19,OUT05,Retail,5,5-Booking / PO,27,30,27143099,0,13
2024-04-19,OUT06,Retail,1,1-Enquiry,13,13,10477296,8,8
2024-04-19,OUT06,Retail,2,2-Test Drive / Demo,10,10,9719651,3,3
2024-04-19,OUT06,Retail,3,3-Quotation,12,13,10805696,4,6
2024-04-19,OUT06,Retail,4,4-Negotiation,11,11,11797904,3,3
2024-04-19,OUT06,Retail,5,5-Booking / PO,24,25,21063157,0,15
2024-04-19,OUT07,Retail,1,1-Enquiry,18,17,15279004,8,8
2024-04-19,OUT07,Retail,2,2-Test Drive / Demo,14,15,13931009,9,9
2024-04-19,OUT07,Retail,3,3-Quotation,15,16,16780879,4,5
2024-04-19,OUT07,Retail,4,4-Negotiation,10,11,7545174,2,2
2024-04-19,OUT07,Retail,5,5-Booking / PO,27,27,24637717,0,12
2024-04-19,OUT08,Corporate & Fleet,1,1-Enquiry,31,113,131172951,4,2
2024-04-19,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,26,173,173026861,1,0
2024-04-19,OUT08,Corporate & Fleet,3,3-Quotation,14,99,105938687,1,2
2024-04-19,OUT08,Corporate & Fleet,4,4-Negotiation,19,154,153576247,0,1
2024-04-19,OUT08,Corporate & Fleet,5,5-Booking / PO,19,149,155244975,0,7
2024-04-20,OUT01,Retail,1,1-Enquiry,24,29,22398571,7,7
2024-04-20,OUT01,Retail,2,2-Test Drive / Demo,12,12,9969310,5,6
2024-04-20,OUT01,Retail,3,3-Quotation,21,21,17933238,4,5
2024-04-20,OUT01,Retail,4,4-Negotiation,31,30,31843305,5,9
2024-04-20,OUT01,Retail,5,5-Booking / PO,44,45,39570962,0,16
2024-04-20,OUT02,Retail,1,1-Enquiry,19,18,16190636,7,7
2024-04-20,OUT02,Retail,2,2-Test Drive / Demo,23,23,24689549,8,8
2024-04-20,OUT02,Retail,3,3-Quotation,18,18,17443418,5,5
2024-04-20,OUT02,Retail,4,4-Negotiation,19,19,17149689,4,5
2024-04-20,OUT02,Retail,5,5-Booking / PO,53,53,47763427,0,32
2024-04-20,OUT03,Retail,1,1-Enquiry,20,20,16377991,9,9
2024-04-20,OUT03,Retail,2,2-Test Drive / Demo,20,20,15224845,10,10
2024-04-20,OUT03,Retail,3,3-Quotation,21,20,17231540,3,3
2024-04-20,OUT03,Retail,4,4-Negotiation,18,18,16227728,5,7
2024-04-20,OUT03,Retail,5,5-Booking / PO,34,36,27479755,0,16
2024-04-20,OUT04,Retail,1,1-Enquiry,25,28,23081750,14,14
2024-04-20,OUT04,Retail,2,2-Test Drive / Demo,13,14,14149825,5,5
2024-04-20,OUT04,Retail,3,3-Quotation,16,17,17022763,7,7
2024-04-20,OUT04,Retail,4,4-Negotiation,24,25,22782728,10,11
2024-04-20,OUT04,Retail,5,5-Booking / PO,29,29,29170637,0,11
2024-04-20,OUT05,Retail,1,1-Enquiry,16,18,17167758,8,8
2024-04-20,OUT05,Retail,2,2-Test Drive / Demo,16,17,17254639,2,2
2024-04-20,OUT05,Retail,3,3-Quotation,17,18,16067970,5,5
2024-04-20,OUT05,Retail,4,4-Negotiation,17,18,17080462,8,9
2024-04-20,OUT05,Retail,5,5-Booking / PO,25,27,23139681,0,11
2024-04-20,OUT06,Retail,1,1-Enquiry,13,14,12100330,8,8
2024-04-20,OUT06,Retail,2,2-Test Drive / Demo,11,11,10093263,3,3
2024-04-20,OUT06,Retail,3,3-Quotation,11,12,10690285,4,6
2024-04-20,OUT06,Retail,4,4-Negotiation,12,12,11303587,3,3
2024-04-20,OUT06,Retail,5,5-Booking / PO,22,23,19747617,0,15
2024-04-20,OUT07,Retail,1,1-Enquiry,18,18,17286006,8,8
2024-04-20,OUT07,Retail,2,2-Test Drive / Demo,16,16,14506548,9,9
2024-04-20,OUT07,Retail,3,3-Quotation,15,16,16497100,4,5
2024-04-20,OUT07,Retail,4,4-Negotiation,11,12,8556903,2,2
2024-04-20,OUT07,Retail,5,5-Booking / PO,25,25,23136683,0,11
2024-04-20,OUT08,Corporate & Fleet,1,1-Enquiry,33,136,157838498,4,2
2024-04-20,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,25,171,171022181,1,0
2024-04-20,OUT08,Corporate & Fleet,3,3-Quotation,16,101,107943367,1,2
2024-04-20,OUT08,Corporate & Fleet,4,4-Negotiation,18,129,134271116,0,2
2024-04-20,OUT08,Corporate & Fleet,5,5-Booking / PO,20,174,174550106,0,8
2024-04-21,OUT01,Retail,1,1-Enquiry,20,24,19724104,7,7
2024-04-21,OUT01,Retail,2,2-Test Drive / Demo,16,17,14959136,5,6
2024-04-21,OUT01,Retail,3,3-Quotation,19,19,15564643,4,5
2024-04-21,OUT01,Retail,4,4-Negotiation,31,30,31616054,5,8
2024-04-21,OUT01,Retail,5,5-Booking / PO,44,45,40334178,0,18
2024-04-21,OUT02,Retail,1,1-Enquiry,17,17,17084095,7,7
2024-04-21,OUT02,Retail,2,2-Test Drive / Demo,24,23,24562553,8,8
2024-04-21,OUT02,Retail,3,3-Quotation,18,18,17142681,5,5
2024-04-21,OUT02,Retail,4,4-Negotiation,16,16,13576638,4,4
2024-04-21,OUT02,Retail,5,5-Booking / PO,52,52,46417131,0,31
2024-04-21,OUT03,Retail,1,1-Enquiry,29,29,24621341,9,9
2024-04-21,OUT03,Retail,2,2-Test Drive / Demo,19,19,14846888,10,10
2024-04-21,OUT03,Retail,3,3-Quotation,20,20,16308442,3,4
2024-04-21,OUT03,Retail,4,4-Negotiation,18,18,17221882,5,7
2024-04-21,OUT03,Retail,5,5-Booking / PO,36,38,27755029,0,16
2024-04-21,OUT04,Retail,1,1-Enquiry,26,29,24352378,14,14
2024-04-21,OUT04,Retail,2,2-Test Drive / Demo,13,14,12545114,5,5
2024-04-21,OUT04,Retail,3,3-Quotation,17,18,18288378,7,7
2024-04-21,OUT04,Retail,4,4-Negotiation,19,20,19535183,10,11
2024-04-21,OUT04,Retail,5,5-Booking / PO,29,29,28676427,0,11
2024-04-21,OUT05,Retail,1,1-Enquiry,15,16,16027332,8,8
2024-04-21,OUT05,Retail,2,2-Test Drive / Demo,14,15,15549627,2,2
2024-04-21,OUT05,Retail,3,3-Quotation,18,19,17250113,5,5
2024-04-21,OUT05,Retail,4,4-Negotiation,19,20,18696754,8,9
2024-04-21,OUT05,Retail,5,5-Booking / PO,25,27,23139681,0,11
2024-04-21,OUT06,Retail,1,1-Enquiry,16,16,13654528,8,8
2024-04-21,OUT06,Retail,2,2-Test Drive / Demo,9,9,7327703,3,3
2024-04-21,OUT06,Retail,3,3-Quotation,14,15,14112027,4,6
2024-04-21,OUT06,Retail,4,4-Negotiation,10,10,9367418,3,3
2024-04-21,OUT06,Retail,5,5-Booking / PO,20,21,19046867,0,11
2024-04-21,OUT07,Retail,1,1-Enquiry,18,18,17915305,8,8
2024-04-21,OUT07,Retail,2,2-Test Drive / Demo,18,18,16102741,9,9
2024-04-21,OUT07,Retail,3,3-Quotation,14,14,15145604,4,5
2024-04-21,OUT07,Retail,4,4-Negotiation,12,14,9908399,2,2
2024-04-21,OUT07,Retail,5,5-Booking / PO,25,25,23136683,0,12
2024-04-21,OUT08,Corporate & Fleet,1,1-Enquiry,37,155,179958018,4,2
2024-04-21,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,22,160,158624997,1,0
2024-04-21,OUT08,Corporate & Fleet,3,3-Quotation,18,105,110160965,1,2
2024-04-21,OUT08,Corporate & Fleet,4,4-Negotiation,19,138,145470809,0,3
2024-04-21,OUT08,Corporate & Fleet,5,5-Booking / PO,20,174,174550106,0,8
2024-04-22,OUT01,Retail,1,1-Enquiry,22,26,20860004,7,7
2024-04-22,OUT01,Retail,2,2-Test Drive / Demo,16,17,15011047,5,6
2024-04-22,OUT01,Retail,3,3-Quotation,16,16,13003347,4,5
2024-04-22,OUT01,Retail,4,4-Negotiation,28,27,27575837,5,8
2024-04-22,OUT01,Retail,5,5-Booking / PO,47,48,44016303,0,19
2024-04-22,OUT02,Retail,1,1-Enquiry,16,16,14722508,7,7
2024-04-22,OUT02,Retail,2,2-Test Drive / Demo,21,20,20666656,8,8
2024-04-22,OUT02,Retail,3,3-Quotation,17,17,17577951,5,5
2024-04-22,OUT02,Retail,4,4-Negotiation,16,16,13914377,4,4
2024-04-22,OUT02,Retail,5,5-Booking / PO,50,50,43679930,0,29
2024-04-22,OUT03,Retail,1,1-Enquiry,28,28,23154135,9,9
2024-04-22,OUT03,Retail,2,2-Test Drive / Demo,22,22,17819990,10,10
2024-04-22,OUT03,Retail,3,3-Quotation,19,19,16079960,3,4
2024-04-22,OUT03,Retail,4,4-Negotiation,20,20,18287050,5,6
2024-04-22,OUT03,Retail,5,5-Booking / PO,37,39,28346497,0,20
2024-04-22,OUT04,Retail,1,1-Enquiry,28,31,25284866,14,14
2024-04-22,OUT04,Retail,2,2-Test Drive / Demo,12,13,11894184,5,5
2024-04-22,OUT04,Retail,3,3-Quotation,15,15,13170813,7,7
2024-04-22,OUT04,Retail,4,4-Negotiation,20,21,22875047,10,11
2024-04-22,OUT04,Retail,5,5-Booking / PO,28,29,27813294,0,11
2024-04-22,OUT05,Retail,1,1-Enquiry,13,15,14446036,8,8
2024-04-22,OUT05,Retail,2,2-Test Drive / Demo,12,13,14261597,2,2
2024-04-22,OUT05,Retail,3,3-Quotation,19,20,20072445,5,5
2024-04-22,OUT05,Retail,4,4-Negotiation,19,20,18736755,8,9
2024-04-22,OUT05,Retail,5,5-Booking / PO,25,27,23609524,0,11
2024-04-22,OUT06,Retail,1,1-Enquiry,15,15,12468683,8,8
2024-04-22,OUT06,Retail,2,2-Test Drive / Demo,12,12,9695523,3,3
2024-04-22,OUT06,Retail,3,3-Quotation,14,15,13767251,4,6
2024-04-22,OUT06,Retail,4,4-Negotiation,11,11,10546753,3,3
2024-04-22,OUT06,Retail,5,5-Booking / PO,19,20,18477560,0,11
2024-04-22,OUT07,Retail,1,1-Enquiry,16,16,16021655,8,8
2024-04-22,OUT07,Retail,2,2-Test Drive / Demo,18,18,16150844,9,9
2024-04-22,OUT07,Retail,3,3-Quotation,13,13,13153542,4,5
2024-04-22,OUT07,Retail,4,4-Negotiation,10,12,9695253,2,2
2024-04-22,OUT07,Retail,5,5-Booking / PO,26,26,23667561,0,11
2024-04-22,OUT08,Corporate & Fleet,1,1-Enquiry,36,162,183280729,4,2
2024-04-22,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,25,167,167348965,1,0
2024-04-22,OUT08,Corporate & Fleet,3,3-Quotation,19,112,119329416,1,2
2024-04-22,OUT08,Corporate & Fleet,4,4-Negotiation,20,139,146162445,0,3
2024-04-22,OUT08,Corporate & Fleet,5,5-Booking / PO,19,170,171894355,0,7
2024-04-23,OUT01,Retail,1,1-Enquiry,27,30,24466723,7,7
2024-04-23,OUT01,Retail,2,2-Test Drive / Demo,18,20,17022817,5,6
2024-04-23,OUT01,Retail,3,3-Quotation,17,17,14134448,4,5
2024-04-23,OUT01,Retail,4,4-Negotiation,26,25,25571929,5,8
2024-04-23,OUT01,Retail,5,5-Booking / PO,48,49,44595252,0,20
2024-04-23,OUT02,Retail,1,1-Enquiry,11,11,10060783,7,7
2024-04-23,OUT02,Retail,2,2-Test Drive / Demo,21,20,17362810,8,8
2024-04-23,OUT02,Retail,3,3-Quotation,18,18,19794270,5,5
2024-04-23,OUT02,Retail,4,4-Negotiation,14,14,12234751,4,4
2024-04-23,OUT02,Retail,5,5-Booking / PO,53,53,46473366,0,29
2024-04-23,OUT03,Retail,1,1-Enquiry,31,31,25789050,9,9
2024-04-23,OUT03,Retail,2,2-Test Drive / Demo,22,22,18215690,10,10
2024-04-23,OUT03,Retail,3,3-Quotation,22,22,18143134,3,4
2024-04-23,OUT03,Retail,4,4-Negotiation,18,18,15101420,5,7
2024-04-23,OUT03,Retail,5,5-Booking / PO,39,41,31235855,0,21
2024-04-23,OUT04,Retail,1,1-Enquiry,29,32,27573490,14,14
2024-04-23,OUT04,Retail,2,2-Test Drive / Demo,13,14,12791013,5,5
2024-04-23,OUT04,Retail,3,3-Quotation,13,13,10359218,7,7
2024-04-23,OUT04,Retail,4,4-Negotiation,22,22,23146653,10,12
2024-04-23,OUT04,Retail,5,5-Booking / PO,29,31,31092714,0,14
2024-04-23,OUT05,Retail,1,1-Enquiry,16,18,18214212,8,8
2024-04-23,OUT05,Retail,2,2-Test Drive / Demo,11,12,13044657,2,2
2024-04-23,OUT05,Retail,3,3-Quotation,18,19,19199501,5,5
2024-04-23,OUT05,Retail,4,4-Negotiation,20,21,20138285,8,9
2024-04-23,OUT05,Retail,5,5-Booking / PO,26,28,24297878,0,11
2024-04-23,OUT06,Retail,1,1-Enquiry,15,15,13656990,8,8
2024-04-23,OUT06,Retail,2,2-Test Drive / Demo,11,11,8621616,3,3
2024-04-23,OUT06,Retail,3,3-Quotation,15,16,14159696,4,6
2024-04-23,OUT06,Retail,4,4-Negotiation,11,11,11178767,3,3
2024-04-23,OUT06,Retail,5,5-Booking / PO,20,21,19082867,0,13
2024-04-23,OUT07,Retail,1,1-Enquiry,19,19,18370561,8,8
2024-04-23,OUT07,Retail,2,2-Test Drive / Demo,18,19,16704964,9,9
2024-04-23,OUT07,Retail,3,3-Quotation,14,13,13153542,4,5
2024-04-23,OUT07,Retail,4,4-Negotiation,8,10,8379703,2,2
2024-04-23,OUT07,Retail,5,5-Booking / PO,26,26,22601247,0,12
2024-04-23,OUT08,Corporate & Fleet,1,1-Enquiry,32,145,162813884,4,2
2024-04-23,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,30,203,209176688,1,0
2024-04-23,OUT08,Corporate & Fleet,3,3-Quotation,19,104,112353114,1,2
2024-04-23,OUT08,Corporate & Fleet,4,4-Negotiation,21,149,155026753,0,3
2024-04-23,OUT08,Corporate & Fleet,5,5-Booking / PO,19,170,171894355,0,7
2024-04-24,OUT01,Retail,1,1-Enquiry,25,27,22054042,7,7
2024-04-24,OUT01,Retail,2,2-Test Drive / Demo,23,25,20895297,6,6
2024-04-24,OUT01,Retail,3,3-Quotation,14,14,11902187,5,5
2024-04-24,OUT01,Retail,4,4-Negotiation,19,18,15471089,5,9
2024-04-24,OUT01,Retail,5,5-Booking / PO,52,53,49347614,0,23
2024-04-24,OUT02,Retail,1,1-Enquiry,15,15,13471417,7,7
2024-04-24,OUT02,Retail,2,2-Test Drive / Demo,18,17,13974202,8,8
2024-04-24,OUT02,Retail,3,3-Quotation,21,21,22642378,5,5
2024-04-24,OUT02,Retail,4,4-Negotiation,13,13,11812158,4,4
2024-04-24,OUT02,Retail,5,5-Booking / PO,50,50,44100502,0,28
2024-04-24,OUT03,Retail,1,1-Enquiry,29,29,24286621,9,10
2024-04-24,OUT03,Retail,2,2-Test Drive / Demo,22,22,19303693,10,10
2024-04-24,OUT03,Retail,3,3-Quotation,22,22,17932004,3,4
2024-04-24,OUT03,Retail,4,4-Negotiation,20,20,16831603,6,7
2024-04-24,OUT03,Retail,5,5-Booking / PO,40,42,31926759,0,22
2024-04-24,OUT04,Retail,1,1-Enquiry,29,33,26942036,14,14
2024-04-24,OUT04,Retail,2,2-Test Drive / Demo,12,13,12788016,5,5
2024-04-24,OUT04,Retail,3,3-Quotation,14,14,11141723,7,7
2024-04-24,OUT04,Retail,4,4-Negotiation,20,19,19656952,10,12
2024-04-24,OUT04,Retail,5,5-Booking / PO,29,31,31036247,0,15
2024-04-24,OUT05,Retail,1,1-Enquiry,18,20,19421458,8,8
2024-04-24,OUT05,Retail,2,2-Test Drive / Demo,10,12,12945644,2,2
2024-04-24,OUT05,Retail,3,3-Quotation,15,16,16190006,5,5
2024-04-24,OUT05,Retail,4,4-Negotiation,22,23,22009776,8,9
2024-04-24,OUT05,Retail,5,5-Booking / PO,26,28,24297878,0,12
2024-04-24,OUT06,Retail,1,1-Enquiry,15,16,13174188,8,8
2024-04-24,OUT06,Retail,2,2-Test Drive / Demo,9,9,7299867,3,3
2024-04-24,OUT06,Retail,3,3-Quotation,17,17,14738618,4,6
2024-04-24,OUT06,Retail,4,4-Negotiation,12,12,11914144,3,3
2024-04-24,OUT06,Retail,5,5-Booking / PO,18,19,16886458,0,12
2024-04-24,OUT07,Retail,1,1-Enquiry,21,21,21459282,8,8
2024-04-24,OUT07,Retail,2,2-Test Drive / Demo,16,17,14658839,9,9
2024-04-24,OUT07,Retail,3,3-Quotation,14,13,12253672,4,5
2024-04-24,OUT07,Retail,4,4-Negotiation,7,8,7060211,2,2
2024-04-24,OUT07,Retail,5,5-Booking / PO,27,28,24788104,0,10
2024-04-24,OUT08,Corporate & Fleet,1,1-Enquiry,29,129,143904615,4,2
2024-04-24,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,33,219,228085957,1,0
2024-04-24,OUT08,Corporate & Fleet,3,3-Quotation,17,87,89030545,1,1
2024-04-24,OUT08,Corporate & Fleet,4,4-Negotiation,22,165,176839424,0,4
2024-04-24,OUT08,Corporate & Fleet,5,5-Booking / PO,18,167,167875602,0,7
2024-04-25,OUT01,Retail,1,1-Enquiry,21,24,19448089,7,7
2024-04-25,OUT01,Retail,2,2-Test Drive / Demo,24,25,21674823,6,6
2024-04-25,OUT01,Retail,3,3-Quotation,17,18,14876777,5,5
2024-04-25,OUT01,Retail,4,4-Negotiation,16,15,13309695,5,9
2024-04-25,OUT01,Retail,5,5-Booking / PO,51,52,46838941,0,21
2024-04-25,OUT02,Retail,1,1-Enquiry,19,21,18621087,7,7
2024-04-25,OUT02,Retail,2,2-Test Drive / Demo,19,18,14589540,8,8
2024-04-25,OUT02,Retail,3,3-Quotation,18,18,18991072,5,5
2024-04-25,OUT02,Retail,4,4-Negotiation,13,13,13254340,4,4
2024-04-25,OUT02,Retail,5,5-Booking / PO,48,48,42681987,0,29
2024-04-25,OUT03,Retail,1,1-Enquiry,25,25,21874756,9,10
2024-04-25,OUT03,Retail,2,2-Test Drive / Demo,27,27,23922235,10,10
2024-04-25,OUT03,Retail,3,3-Quotation,22,22,17760513,3,4
2024-04-25,OUT03,Retail,4,4-Negotiation,21,21,17764037,6,7
2024-04-25,OUT03,Retail,5,5-Booking / PO,39,41,31347239,0,23
2024-04-25,OUT04,Retail,1,1-Enquiry,33,37,31338039,14,14
2024-04-25,OUT04,Retail,2,2-Test Drive / Demo,13,14,13642218,5,5
2024-04-25,OUT04,Retail,3,3-Quotation,12,12,9820015,7,7
2024-04-25,OUT04,Retail,4,4-Negotiation,19,18,18388285,10,12
2024-04-25,OUT04,Retail,5,5-Booking / PO,32,34,33607547,0,14
2024-04-25,OUT05,Retail,1,1-Enquiry,21,22,21818020,8,8
2024-04-25,OUT05,Retail,2,2-Test Drive / Demo,10,13,14627951,2,2
2024-04-25,OUT05,Retail,3,3-Quotation,15,16,16732342,5,5
2024-04-25,OUT05,Retail,4,4-Negotiation,21,22,20883913,9,10
2024-04-25,OUT05,Retail,5,5-Booking / PO,25,27,23553981,0,11
2024-04-25,OUT06,Retail,1,1-Enquiry,14,16,13907100,8,8
2024-04-25,OUT06,Retail,2,2-Test Drive / Demo,9,9,6192477,3,3
2024-04-25,OUT06,Retail,3,3-Quotation,14,15,13655754,5,6
2024-04-25,OUT06,Retail,4,4-Negotiation,13,12,12694163,3,3
2024-04-25,OUT06,Retail,5,5-Booking / PO,18,19,15682587,0,12
2024-04-25,OUT07,Retail,1,1-Enquiry,19,19,19937258,8,8
2024-04-25,OUT07,Retail,2,2-Test Drive / Demo,15,16,13490592,9,9
2024-04-25,OUT07,Retail,3,3-Quotation,15,14,13028261,4,5
2024-04-25,OUT07,Retail,4,4-Negotiation,9,10,8867508,2,2
2024-04-25,OUT07,Retail,5,5-Booking / PO,27,28,24788104,0,11
2024-04-25,OUT08,Corporate & Fleet,1,1-Enquiry,30,132,146350822,4,2
2024-04-25,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,33,206,211026420,1,0
2024-04-25,OUT08,Corporate & Fleet,3,3-Quotation,17,84,87779054,1,1
2024-04-25,OUT08,Corporate & Fleet,4,4-Negotiation,23,185,199540322,0,5
2024-04-25,OUT08,Corporate & Fleet,5,5-Booking / PO,17,165,166076463,0,7
2024-04-26,OUT01,Retail,1,1-Enquiry,18,21,15956625,7,7
2024-04-26,OUT01,Retail,2,2-Test Drive / Demo,27,28,23940745,6,6
2024-04-26,OUT01,Retail,3,3-Quotation,19,20,16564365,5,5
2024-04-26,OUT01,Retail,4,4-Negotiation,15,14,12893062,5,9
2024-04-26,OUT01,Retail,5,5-Booking / PO,52,53,47545620,0,24
2024-04-26,OUT02,Retail,1,1-Enquiry,23,25,21859787,7,7
2024-04-26,OUT02,Retail,2,2-Test Drive / Demo,19,19,15321585,8,8
2024-04-26,OUT02,Retail,3,3-Quotation,18,17,16757668,5,5
2024-04-26,OUT02,Retail,4,4-Negotiation,13,13,14460863,4,4
2024-04-26,OUT02,Retail,5,5-Booking / PO,45,45,40756395,0,27
2024-04-26,OUT03,Retail,1,1-Enquiry,23,23,21926343,9,10
2024-04-26,OUT03,Retail,2,2-Test Drive / Demo,27,27,23712627,10,10
2024-04-26,OUT03,Retail,3,3-Quotation,19,19,15313044,3,4
2024-04-26,OUT03,Retail,4,4-Negotiation,22,22,18650628,6,8
2024-04-26,OUT03,Retail,5,5-Booking / PO,38,39,30175046,0,20
2024-04-26,OUT04,Retail,1,1-Enquiry,34,38,32637102,14,14
2024-04-26,OUT04,Retail,2,2-Test Drive / Demo,13,14,14114914,5,5
2024-04-26,OUT04,Retail,3,3-Quotation,13,13,11090990,7,7
2024-04-26,OUT04,Retail,4,4-Negotiation,18,17,16939094,10,11
2024-04-26,OUT04,Retail,5,5-Booking / PO,31,33,33052536,0,14
2024-04-26,OUT05,Retail,1,1-Enquiry,23,25,23048203,8,8
2024-04-26,OUT05,Retail,2,2-Test Drive / Demo,15,18,20892989,2,2
2024-04-26,OUT05,Retail,3,3-Quotation,11,12,12551910,5,6
2024-04-26,OUT05,Retail,4,4-Negotiation,22,23,22664784,9,10
2024-04-26,OUT05,Retail,5,5-Booking / PO,28,30,25953542,0,11
2024-04-26,OUT06,Retail,1,1-Enquiry,19,21,17244894,8,8
2024-04-26,OUT06,Retail,2,2-Test Drive / Demo,8,8,6584527,3,3
2024-04-26,OUT06,Retail,3,3-Quotation,12,13,10778814,5,6
2024-04-26,OUT06,Retail,4,4-Negotiation,16,15,16233234,3,4
2024-04-26,OUT06,Retail,5,5-Booking / PO,16,17,14158165,0,11
2024-04-26,OUT07,Retail,1,1-Enquiry,17,17,17375242,8,8
2024-04-26,OUT07,Retail,2,2-Test Drive / Demo,19,20,17294746,9,9
2024-04-26,OUT07,Retail,3,3-Quotation,12,12,11526755,4,5
2024-04-26,OUT07,Retail,4,4-Negotiation,12,12,10369014,2,2
2024-04-26,OUT07,Retail,5,5-Booking / PO,25,26,23449736,0,10
2024-04-26,OUT08,Corporate & Fleet,1,1-Enquiry,29,122,139210463,4,2
2024-04-26,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,31,193,195654019,1,0
2024-04-26,OUT08,Corporate & Fleet,3,3-Quotation,20,106,111288748,1,1
2024-04-26,OUT08,Corporate & Fleet,4,4-Negotiation,22,177,188436540,0,5
2024-04-26,OUT08,Corporate & Fleet,5,5-Booking / PO,18,173,177180245,0,7
2024-04-27,OUT01,Retail,1,1-Enquiry,19,22,17043955,7,7
2024-04-27,OUT01,Retail,2,2-Test Drive / Demo,25,25,20930246,6,6
2024-04-27,OUT01,Retail,3,3-Quotation,23,25,20513388,5,5
2024-04-27,OUT01,Retail,4,4-Negotiation,14,13,12178867,5,9
2024-04-27,OUT01,Retail,5,5-Booking / PO,50,51,45591653,0,23
2024-04-27,OUT02,Retail,1,1-Enquiry,19,21,17951785,7,7
2024-04-27,OUT02,Retail,2,2-Test Drive / Demo,22,22,18366768,8,8
2024-04-27,OUT02,Retail,3,3-Quotation,17,16,14847280,5,5
2024-04-27,OUT02,Retail,4,4-Negotiation,18,18,19727097,4,4
2024-04-27,OUT02,Retail,5,5-Booking / PO,41,41,37392231,0,25
2024-04-27,OUT03,Retail,1,1-Enquiry,20,20,16645280,9,11
2024-04-27,OUT03,Retail,2,2-Test Drive / Demo,28,28,24915210,10,10
2024-04-27,OUT03,Retail,3,3-Quotation,17,17,14720124,3,4
2024-04-27,OUT03,Retail,4,4-Negotiation,26,26,21626064,6,8
2024-04-27,OUT03,Retail,5,5-Booking / PO,37,38,29515411,0,20
2024-04-27,OUT04,Retail,1,1-Enquiry,26,29,23573096,14,14
2024-04-27,OUT04,Retail,2,2-Test Drive / Demo,16,18,16734409,5,5
2024-04-27,OUT04,Retail,3,3-Quotation,15,15,13585451,7,7
2024-04-27,OUT04,Retail,4,4-Negotiation,18,17,17584183,10,11
2024-04-27,OUT04,Retail,5,5-Booking / PO,31,33,33052536,0,14
2024-04-27,OUT05,Retail,1,1-Enquiry,23,24,23467422,8,8
2024-04-27,OUT05,Retail,2,2-Test Drive / Demo,13,16,15446351,2,2
2024-04-27,OUT05,Retail,3,3-Quotation,15,17,18207057,5,6
2024-04-27,OUT05,Retail,4,4-Negotiation,23,24,24335725,9,10
2024-04-27,OUT05,Retail,5,5-Booking / PO,26,27,22979297,0,13
2024-04-27,OUT06,Retail,1,1-Enquiry,20,21,17190135,8,8
2024-04-27,OUT06,Retail,2,2-Test Drive / Demo,9,10,8312870,3,3
2024-04-27,OUT06,Retail,3,3-Quotation,13,14,11566252,5,6
2024-04-27,OUT06,Retail,4,4-Negotiation,13,12,12065763,3,3
2024-04-27,OUT06,Retail,5,5-Booking / PO,17,17,16152470,0,10
2024-04-27,OUT07,Retail,1,1-Enquiry,17,17,17178754,8,8
2024-04-27,OUT07,Retail,2,2-Test Drive / Demo,15,16,14182616,9,9
2024-04-27,OUT07,Retail,3,3-Quotation,14,14,12926941,5,5
2024-04-27,OUT07,Retail,4,4-Negotiation,13,13,10946918,2,2
2024-04-27,OUT07,Retail,5,5-Booking / PO,24,25,22108178,0,11
2024-04-27,OUT08,Corporate & Fleet,1,1-Enquiry,32,152,169111463,4,2
2024-04-27,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,32,204,211168776,1,0
2024-04-27,OUT08,Corporate & Fleet,3,3-Quotation,21,110,115678618,1,1
2024-04-27,OUT08,Corporate & Fleet,4,4-Negotiation,21,175,185805425,0,4
2024-04-27,OUT08,Corporate & Fleet,5,5-Booking / PO,19,175,179811360,0,9
2024-04-28,OUT01,Retail,1,1-Enquiry,21,23,17845052,7,7
